cProfile_30_100.dat
         5556146 function calls (2879839 primitive calls) in 5.583 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 decoder.py:550(UTCTimeDecoder)
        1    0.000    0.000    0.000    0.000 rcsetup.py:288(validate_nseq_int)
        1    0.000    0.000    0.000    0.000 offsets.py:1667(BQuarterEnd)
        1    0.000    0.000    0.000    0.000 euckrprober.py:34(EUCKRProber)
        1    0.000    0.000    0.000    0.000 univ.py:530(prettyIn)
        1    0.000    0.000    0.000    0.000 <decorator-gen-41>:1(<module>)
        1    0.000    0.000    0.000    0.000 sql.py:1029(PandasSQL)
        1    0.000    0.000    0.000    0.000 calendar.py:488(different_locale)
        1    0.000    0.000    0.000    0.000 exceptions.py:96(StreamConsumedError)
        1    0.000    0.000    0.000    0.000 excel.py:1232(_Openpyxl22Writer)
        1    0.000    0.000    0.000    0.000 inputtransformer.py:121(TokenInputTransformer)
        1    0.000    0.000    0.000    0.000 argparse.py:1048(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 char.py:48(UniversalString)
        1    0.000    0.000    0.000    0.000 cbook.py:568(silent_list)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(Untokenizer)
        1    0.000    0.000    0.000    0.000 SSL.py:202(_VerifyHelper)
        1    0.000    0.000    0.000    0.000 loader.py:33(ConfigFileNotFound)
        1    0.000    0.000    0.000    0.000 common.py:86(Properties)
        1    0.000    0.000    0.000    0.000 traitlets.py:934(DefaultHandler)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:941(test_subprocess)
        1    0.000    0.000    0.000    0.000 <decorator-gen-1>:1(<module>)
        1    0.000    0.000    0.000    0.000 cbook.py:1039(__init__)
        1    0.000    0.000    0.000    0.000 netrc.py:10(NetrcParseError)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:161(DummyMod)
        1    0.000    0.000    0.000    0.000 tzinfo.py:69(StaticTzInfo)
        1    0.000    0.000    0.000    0.000 utils.py:56(_Deprecate)
        1    0.000    0.000    0.000    0.000 ticker.py:324(FormatStrFormatter)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:14(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:988(FileHandler)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1841(LWPCookieJar)
        1    0.000    0.000    0.000    0.000 crypto.py:2027(PKCS7)
        1    0.000    0.000    0.000    0.000 adapters.py:51(BaseAdapter)
        1    0.000    0.000    0.000    0.000 coloransi.py:126(ColorSchemeTable)
        1    0.000    0.000    0.000    0.000 patches.py:1994(Circle)
        1    0.000    0.000    0.000    0.000 client.py:164(HTTPMessage)
        1    0.000    0.000    0.000    0.000 errors.py:11(DistutilsError)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:36(BasinHoppingRunner)
        1    0.000    0.000    0.000    0.000 patches.py:1964(Square)
        1    0.000    0.000    0.000    0.000 docstring.py:65(Appender)
        1    0.000    0.000    0.000    0.000 quadrature.py:18(AccuracyWarning)
        1    0.000    0.000    0.000    0.000 vt100_input.py:456(cooked_mode)
        1    0.000    0.000    0.000    0.000 pickle.py:87(_Stop)
        1    0.000    0.000    0.000    0.000 request.py:592(HTTPRedirectHandler)
        1    0.000    0.000    0.000    0.000 pytables.py:225(FilterBinOp)
        1    0.000    0.000    0.000    0.000 _structures.py:39(NegativeInfinity)
        1    0.000    0.000    0.000    0.000 errors.py:56(DistutilsPlatformError)
        1    0.000    0.000    0.000    0.000 exception.py:37(BotoClientError)
        1    0.000    0.000    0.000    0.000 plistlib.py:746(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 cookies.py:624(SimpleCookie)
        1    0.000    0.000    0.000    0.000 traitlets.py:2374(Tuple)
        1    0.000    0.000    0.000    0.000 excolors.py:163(__init__)
        1    0.000    0.000    0.000    0.000 base.py:69(AEADEncryptionContext)
        1    0.000    0.000    0.000    0.000 traitlets.py:2579(TCPAddress)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2432(gausshyper_gen)
        1    0.000    0.000    0.000    0.000 exception.py:478(NoAuthHandlerFound)
        1    0.000    0.000    0.000    0.000 npyio.py:40(BagObj)
        1    0.000    0.000    0.000    0.000 <decorator-gen-73>:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:138(setfirstweekday)
        1    0.000    0.000    0.000    0.000 parsers.py:1192(CParserWrapper)
        1    0.000    0.000    0.000    0.000 _sysinfo.py:2(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:28(CharsetError)
        1    0.000    0.000    0.000    0.000 vt100_output.py:175(_256ColorCache)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2732(levy_gen)
        1    0.000    0.000    0.000    0.000 request.py:1135(HTTPDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 traitlets.py:2108(Bool)
        1    0.000    0.000    0.000    0.000 widgets.py:625(RadioButtons)
        1    0.000    0.000    0.000    0.000 config.py:373(option_context)
        1    0.000    0.000    0.000    0.000 pdb.py:84(Restart)
        1    0.000    0.000    0.000    0.000 text.py:491(EvalFormatter)
        1    0.000    0.000    0.000    0.000 cli.py:130(HasValidationError)
        1    0.000    0.000    0.000    0.000 __init__.py:256(_automodule)
        1    0.000    0.000    0.000    0.000 plotting.py:3528(BasePlotMethods)
        1    0.000    0.000    0.000    0.000 dsa.py:177(DSAPublicNumbers)
        1    0.000    0.000    0.000    0.000 common.py:28(PerformanceWarning)
        1    0.000    0.000    0.000    0.000 cbook.py:1072(__Full)
        1    0.000    0.000    0.000    0.000 decoder.py:522(UTF8StringDecoder)
        1    0.000    0.000    0.000    0.000 cbook.py:37(MatplotlibDeprecationWarning)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:664(fisk_gen)
        1    0.000    0.000    0.000    0.000 interface.py:521(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 lexers.py:39(SimpleLexer)
        1    0.000    0.000    0.000    0.000 base.py:626(RevokedCertificateBuilder)
        1    0.000    0.000    0.000    0.000 interface.py:1120(_SubApplicationEventLoop)
        1    0.000    0.000    0.000    0.000 argparse.py:1142(FileType)
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 modes.py:48(ModeWithAuthenticationTag)
        1    0.000    0.000    0.000    0.000 display.py:300(FileLink)
        1    0.000    0.000    0.000    0.000 mathtext.py:1307(Char)
        1    0.000    0.000    0.000    0.000 prompts.py:11(Prompts)
        1    0.000    0.000    0.000    0.000 chardistribution.py:111(EUCTWDistributionAnalysis)
        1    0.000    0.000    0.000    0.000 stata.py:796(StataParser)
        1    0.000    0.000    0.000    0.000 python.py:325(PythonConsoleLexer)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:370(PyDLL)
        1    0.000    0.000    0.000    0.000 request.py:1495(CacheFTPHandler)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_set_name}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:711(cauchy_gen)
        2    0.000    0.000    0.000    0.000 parse.py:252(geturl)
        1    0.000    0.000    0.000    0.000 ticker.py:1882(AutoLocator)
        4    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 offsets.py:1067(CustomBusinessHour)
        1    0.000    0.000    0.000    0.000 ticker.py:781(LogFormatterMathtext)
        1    0.000    0.000    0.000    0.000 deletemarker.py:24(DeleteMarker)
        2    0.000    0.000    0.000    0.000 rcsetup.py:104(validate_any)
        1    0.000    0.000    0.000    0.000 processors.py:91(HighlightSearchProcessor)
        1    0.000    0.000    0.000    0.000 rand.py:19(Error)
        1    0.000    0.000    0.000    0.000 cbook.py:455(CallbackRegistry)
        1    0.000    0.000    0.000    0.000 colors.py:991(LogNorm)
        1    0.000    0.000    0.000    0.000 gb2312prober.py:33(GB2312Prober)
        1    0.000    0.000    0.000    0.000 patches.py:3366(Curve)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:652(test_int32_int64)
        1    0.000    0.000    0.000    0.000 traitlets.py:594(_cross_validate)
        1    0.000    0.000    0.000    0.000 core.py:6208(_extrema_operation)
        1    0.000    0.000    0.000    0.000 traitlets.py:2009(CComplex)
        1    0.000    0.000    0.000    0.000 core.py:2317(__init__)
        1    0.000    0.000    0.000    0.000 traitlets.py:1677(validate)
        1    0.000    0.000    0.000    0.000 <decorator-gen-82>:1(<module>)
        1    0.000    0.000    0.000    0.000 config.py:281(ConvertingMixin)
        1    0.000    0.000    0.000    0.000 exceptions.py:68(TooManyRedirects)
        1    0.000    0.000    0.000    0.000 testing.py:2328(RNGContext)
        1    0.000    0.000    0.000    0.000 <decorator-gen-77>:1(<module>)
        1    0.000    0.000    0.000    0.000 rsa.py:165(_RSASignatureContext)
        1    0.000    0.000    0.000    0.000 ec.py:151(_EllipticCurvePrivateKey)
        1    0.000    0.000    0.000    0.000 contexts.py:63(NoOpContext)
        1    0.000    0.000    0.000    0.000 necompiler.py:216(Register)
        4    0.000    0.000    0.000    0.000 __init__.py:2018(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 mouse_handlers.py:11(MouseHandlers)
        1    0.000    0.000    0.000    0.000 general_name.py:188(RegisteredID)
        1    0.000    0.000    0.000    0.000 exceptions.py:114(FileModeWarning)
        1    0.000    0.000    0.000    0.000 dviread.py:655(PsfontsMap)
        1    0.000    0.000    0.000    0.000 name.py:55(Name)
        1    0.000    0.000    0.000    0.000 backend_tools.py:394(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 crypto.py:1426(X509Store)
        1    0.000    0.000    0.000    0.000 zeros.py:20(RootResults)
        1    0.000    0.000    0.000    0.000 index_tricks.py:87(nd_grid)
        1    0.000    0.000    0.000    0.000 constraint.py:76(ContainedSubtypeConstraint)
        1    0.000    0.000    0.000    0.000 utils.py:587(AuthSMTPHandler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-33>:1(<module>)
        1    0.000    0.000    0.000    0.000 selection.py:26(SelectionState)
        1    0.000    0.000    0.000    0.000 core.py:6332(_frommethod)
        1    0.000    0.000    0.000    0.000 __init__.py:375(_FixedOffset)
        1    0.000    0.000    0.000    0.000 formatters.py:818(JavascriptFormatter)
        1    0.000    0.000    0.000    0.000 magic.py:53(Bunch)
        1    0.000    0.000    0.000    0.000 shutil.py:52(SameFileError)
        1    0.000    0.000    0.000    0.000 argparse.py:1001(_HelpAction)
        1    0.000    0.000    0.000    0.000 context.py:214(DefaultContext)
        1    0.000    0.000    0.000    0.000 backend_tools.py:290(RubberbandBase)
        1    0.000    0.000    0.000    0.000 exception.py:390(SWFResponseError)
        1    0.000    0.000    0.000    0.000 handlers.py:1169(BufferingHandler)
        2    0.000    0.000    0.000    0.000 pyparsing.py:264(ParseSyntaxException)
        1    0.000    0.000    0.000    0.000 ops.py:523(FuncNode)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:4331(vonmises_gen)
        1    0.000    0.000    0.000    0.000 dates.py:1279(HourLocator)
        1    0.000    0.000    0.000    0.000 offsets.py:1187(BusinessMonthBegin)
        1    0.000    0.000    0.000    0.000 traitlets.py:713(MetaHasDescriptors)
        1    0.000    0.000    0.000    0.000 cbook.py:275(converter)
        1    0.000    0.000    0.000    0.000 lazy.py:67(LazyList)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1433(_UnboundedCache)
        1    0.000    0.000    0.000    0.000 _compat.py:27(metaclass)
        1    0.000    0.000    0.000    0.000 feedparser.py:531(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 __init__.py:602(IResourceProvider)
        1    0.000    0.000    0.000    0.000 <decorator-gen-67>:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _openssl.ENGINE_init}
        1    0.000    0.000    0.000    0.000 magic_arguments.py:193(magic_arguments)
        1    0.000    0.000    0.000    0.000 csv.py:53(excel)
        1    0.000    0.000    0.000    0.000 mlab.py:3048(FormatInt)
        1    0.000    0.000    0.000    0.000 mathtext.py:236(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 argparse.py:954(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 exceptions.py:171(SystemTimeWarning)
        1    0.000    0.000    0.000    0.000 containers.py:545(Float)
        1    0.000    0.000    0.000    0.000 core.py:815(_DomainGreater)
        1    0.000    0.000    0.000    0.000 patches.py:3417(CurveAB)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:305(FitDataError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-13>:1(<module>)
        1    0.000    0.000    0.000    0.000 processors.py:181(PasswordProcessor)
        1    0.000    0.000    0.000    0.000 exceptions.py:152(PlotlyLocalCredentialsError)
        1    0.000    0.000    0.000    0.000 webbrowser.py:13(Error)
        1    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 csv.py:63(excel_tab)
        1    0.000    0.000    0.000    0.000 graph_objs.py:766(GraphObjectFactory)
        1    0.000    0.000    0.000    0.000 hashes.py:117(SHA224)
        1    0.000    0.000    0.000    0.000 offsets.py:2424(Easter)
        1    0.000    0.000    0.000    0.000 __init__.py:1876(PathMetadata)
        1    0.000    0.000    0.000    0.000 response.py:22(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 cbook.py:339(toint)
        1    0.000    0.000    0.000    0.000 ascii.py:20(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 _ode.py:1102(lsoda)
        3    0.000    0.000    0.000    0.000 utils.py:439(set_sharing_and_world_readable)
        1    0.000    0.000    0.000    0.000 debug.py:99(__init__)
        1    0.000    0.000    0.000    0.000 cpuinfo.py:150(_is_AMD)
        1    0.000    0.000    0.000    0.000 cli.py:296(ViReplaceMode)
        1    0.000    0.000    0.000    0.000 function_base.py:2047(vectorize)
        1    0.000    0.000    0.000    0.000 polyutils.py:79(PolyBase)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1306(f_gen)
        1    0.000    0.000    0.000    0.000 traitlets.py:1501(ClassBasedTraitType)
        1    0.000    0.000    0.000    0.000 vi.py:1688(ViStateFilter)
        1    0.000    0.000    0.000    0.000 backgroundjobs.py:468(BackgroundJobFunc)
        1    0.000    0.000    0.000    0.000 traitlets.py:915(ObserveHandler)
        1    0.000    0.000    0.000    0.000 request.py:552(BaseHandler)
        1    0.000    0.000    0.000    0.000 extras.py:1353(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 offsets.py:124(ApplyTypeError)
        1    0.000    0.000    0.000    0.000 exceptions.py:23(UnsupportedAlgorithm)
        1    0.000    0.000    0.000    0.000 resample.py:576(_GroupByMixin)
        1    0.000    0.000    0.000    0.000 smtplib.py:138(SMTPAuthenticationError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-106>:1(<module>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1664(genexpon_gen)
        1    0.000    0.000    0.000    0.000 _version.py:148(__gt__)
        1    0.000    0.000    0.000    0.000 prompts.py:62(RichPromptDisplayHook)
        1    0.000    0.000    0.000    0.000 excel.py:1424(_XlsxWriter)
        1    0.000    0.000    0.000    0.000 base.py:208(Condition)
        1    0.000    0.000    0.000    0.000 display.py:275(VimeoVideo)
        1    0.000    0.000    0.000    0.000 gbq.py:117(NotFoundException)
        1    0.000    0.000    0.000    0.000 dates.py:621(AutoDateFormatter)
        1    0.000    0.000    0.000    0.000 errors.py:42(DistutilsOptionError)
        1    0.000    0.000    0.000    0.000 indexing.py:1700(_iAtIndexer)
        2    0.000    0.000    0.000    0.000 pyparsing.py:259(ParseFatalException)
        1    0.000    0.000    0.000    0.000 webbrowser.py:282(Opera)
        1    0.000    0.000    0.000    0.000 code.py:172(InteractivelyDefined)
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
        1    0.000    0.000    0.000    0.000 pickle_compat.py:55(Unpickler)
        1    0.000    0.000    0.000    0.000 __init__.py:195(SetuptoolsVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:428(checkdep_ps_distiller)
        1    0.000    0.000    0.000    0.000 response.py:57(addinfo)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 _hungarian.py:110(_Hungary)
        1    0.000    0.000    0.000    0.000 pdb.py:122(_rstr)
        1    0.000    0.000    0.000    0.000 units.py:117(Registry)
        1    0.000    0.000    0.000    0.000 exceptions.py:9(OutOfData)
        1    0.000    0.000    0.000    0.000 exceptions.py:85(HostChangedError)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        1    0.000    0.000    0.000    0.000 threading.py:1186(_MainThread)
        1    0.000    0.000    0.000    0.000 exceptions.py:99(TimeoutError)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(TokenError)
        1    0.000    0.000    0.000    0.000 basic.py:755(LstsqLapackError)
        1    0.000    0.000    0.000    0.000 enums.py:4(IncrementalSearchDirection)
        1    0.000    0.000    0.000    0.000 errors.py:79(CCompilerError)
        1    0.000    0.000    0.000    0.000 dates.py:1226(WeekdayLocator)
        1    0.000    0.000    0.000    0.000 ec.py:189(SECP256K1)
        1    0.000    0.000    0.000    0.000 defmatrix.py:14(_NumCharTable)
        1    0.000    0.000    0.000    0.000 decorator.py:278(ContextManager)
        1    0.000    0.000    0.000    0.000 util.py:372(UnclosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 __init__.py:1548(__init__)
        1    0.000    0.000    0.000    0.000 display.py:435(TextDisplayObject)
        1    0.000    0.000    0.000    0.000 ec.py:159(SECT233K1)
        1    0.000    0.000    0.000    0.000 traitlets.py:2033(CBytes)
        1    0.000    0.000    0.000    0.000 base.py:13(MIMEBase)
        1    0.000    0.000    0.000    0.000 patches.py:3458(CurveFilledB)
        1    0.000    0.000    0.000    0.000 configparser.py:241(NoOptionError)
        1    0.000    0.000    0.000    0.000 __init__.py:2726(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 request.py:840(HTTPPasswordMgrWithDefaultRealm)
        1    0.000    0.000    0.000    0.000 cli.py:202(IsDone)
        1    0.000    0.000    0.000    0.000 cli.py:336(ViDigraphMode)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:57(AutoSuggestFromHistory)
        1    0.000    0.000    0.000    0.000 magic_arguments.py:176(ArgDecorator)
        1    0.000    0.000    0.000    0.000 markers.py:60(Value)
        1    0.000    0.000    0.000    0.000 traitlets.py:1739(This)
        1    0.000    0.000    0.000    0.000 groupby.py:3942(NDFrameSplitter)
        1    0.000    0.000    0.000    0.000 exception.py:550(TooManyRecordsException)
        1    0.000    0.000    0.000    0.000 base.py:23(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 processors.py:195(HighlightMatchingBracketProcessor)
        1    0.000    0.000    0.000    0.000 exceptions.py:228(ProxySchemeUnknown)
        1    0.000    0.000    0.000    0.000 exceptions.py:122(PlotlyListEntryError)
        1    0.000    0.000    0.000    0.000 imp.py:180(_LoadCompiledCompatibility)
        1    0.000    0.000    0.000    0.000 mathtext.py:1688(Vrule)
        1    0.000    0.000    0.000    0.000 codeop.py:124(Compile)
        1    0.000    0.000    0.000    0.000 test_numexpr.py:644(test_int64)
        1    0.000    0.000    0.000    0.000 errors.py:64(InvalidMultipartContentTransferEncodingDefect)
        1    0.000    0.000    0.000    0.000 <decorator-gen-32>:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:84(InvalidHeaderDefect)
        1    0.000    0.000    0.000    0.000 ffiplatform.py:8(VerificationMissing)
        1    0.000    0.000    0.000    0.000 <decorator-gen-39>:1(<module>)
        2    0.000    0.000    0.000    0.000 connectionpool.py:287(_validate_conn)
        1    0.000    0.000    0.000    0.000 util.py:291(Future)
        1    0.000    0.000    0.000    0.000 SSL.py:240(_NpnAdvertiseHelper)
        1    0.000    0.000    0.000    0.000 numerictypes.py:765(_typedict)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3048(_PositionToken)
        1    0.000    0.000    0.000    0.000 polyutils.py:62(PolyError)
        1    0.000    0.000    0.000    0.000 cli.py:94(HasCompletions)
        1    0.000    0.000    0.000    0.000 <decorator-gen-108>:1(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:1682(_zipinfo_name)
        1    0.000    0.000    0.000    0.000 exceptions.py:37(NotYetFinalized)
        1    0.000    0.000    0.000    0.000 ticker.py:349(OldScalarFormatter)
        1    0.000    0.000    0.000    0.000 traitlets.py:896(EventHandler)
        1    0.000    0.000    0.000    0.000 decorators.py:207(KnownFailureTest)
        1    0.000    0.000    0.000    0.000 indexing.py:41(IndexingError)
        1    0.000    0.000    0.000    0.000 interactiveshell.py:102(ProvisionalWarning)
        1    0.000    0.000    0.000    0.000 __init__.py:350(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 connection.py:62(DummyConnection)
        5    0.000    0.000    0.000    0.000 constraint.py:61(getValueMap)
        1    0.000    0.000    0.000    0.000 modes.py:79(ECB)
        1    0.000    0.000    0.000    0.000 <decorator-gen-44>:1(<module>)
        1    0.000    0.000    0.000    0.000 serialization.py:181(KeySerializationEncryption)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 bezier.py:17(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
        1    0.000    0.000    0.000    0.000 __init__.py:2813(RequirementParseError)
        1    0.000    0.000    0.000    0.000 exceptions.py:148(PlotlyLocalError)
        1    0.000    0.000    0.000    0.000 client.py:1332(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 smtplib.py:89(SMTPResponseException)
        1    0.000    0.000    0.000    0.000 argparse.py:633(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 arrayprint.py:654(LongFloatFormat)
        4    0.000    0.000    0.000    0.000 calendar.py:50(<lambda>)
        1    0.000    0.000    0.000    0.000 base.py:51(InvalidVersion)
        1    0.000    0.000    0.000    0.000 argparse.py:672(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 exceptions.py:130(ClosedPoolError)
        1    0.000    0.000    0.000    0.000 cbook.py:1038(GetRealpathAndStat)
        6    0.000    0.000    0.000    0.000 period.py:61(_period_index_cmp)
        1    0.000    0.000    0.000    0.000 pytables.py:2606(LegacySeriesFixed)
        1    0.000    0.000    0.000    0.000 exceptions.py:80(InvalidURL)
        1    0.000    0.000    0.000    0.000 exceptions.py:109(RequestsWarning)
        1    0.000    0.000    0.000    0.000 errors.py:72(DistutilsTemplateError)
        1    0.000    0.000    0.000    0.000 groupby.py:3853(NDArrayGroupBy)
        1    0.000    0.000    0.000    0.000 error.py:1(PyAsn1Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:71(PlotlyGraphObjectError)
        1    0.000    0.000    0.000    0.000 expr.py:248(add_ops)
        1    0.000    0.000    0.000    0.000 client.py:1290(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 gbq.py:100(InvalidPageToken)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(ExtractError)
        2    0.000    0.000    0.000    0.000 sessions.py:365(__enter__)
        1    0.000    0.000    0.000    0.000 {method 'weekday' of 'datetime.date' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:361(_Accessor)
        1    0.000    0.000    0.000    0.000 cli.py:312(ViSelectionMode)
        1    0.000    0.000    0.000    0.000 pickle.py:67(PicklingError)
        1    0.000    0.000    0.000    0.000 exceptions.py:12(PlotlyError)
        1    0.000    0.000    0.000    0.000 <decorator-gen-15>:1(<module>)
        1    0.000    0.000    0.000    0.000 configparser.py:282(InterpolationDepthError)
        1    0.000    0.000    0.000    0.000 Image.py:1988(ImagePointHandler)
        1    0.000    0.000    0.000    0.000 pathlib.py:513(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 exception.py:242(GSCopyError)
        1    0.000    0.000    0.000    0.000 display.py:234(YouTubeVideo)
        1    0.000    0.000    0.000    0.000 case.py:24(SkipTest)
        1    0.000    0.000    0.000    0.000 context.py:16(BufferTooShort)
        1    0.000    0.000    0.000    0.000 SSL.py:166(ZeroReturnError)
        1    0.000    0.000    0.000    0.000 char.py:19(T61String)
        1    0.000    0.000    0.000    0.000 arrayprint.py:733(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 lexer.py:673(LexerContext)
        1    0.000    0.000    0.000    0.000 traitlets.py:1732(ForwardDeclaredInstance)
        1    0.000    0.000    0.000    0.000 _tokenize_py3.py:67(TokenInfo)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:23(Suggestion)
        1    0.000    0.000    0.000    0.000 <decorator-gen-26>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-56>:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:3102(LineEnd)
        1    0.000    0.000    0.000    0.000 socket.py:120(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 errors.py:20(DistutilsClassError)
        1    0.000    0.000    0.000    0.000 __init__.py:124(VisibleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 smtplib.py:129(SMTPDataError)
        1    0.000    0.000    0.000    0.000 errors.py:53(MisplacedEnvelopeHeaderDefect)
        1    0.000    0.000    0.000    0.000 buffer.py:38(EditReadOnlyBuffer)
        1    0.000    0.000    0.000    0.000 error.py:77(ContentTooShortError)
        1    0.000    0.000    0.000    0.000 py3k.py:44(sixu)
        1    0.000    0.000    0.000    0.000 exceptions.py:33(AlreadyUpdated)
        1    0.000    0.000    0.000    0.000 request.py:961(HTTPBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 indexing.py:1245(_IXIndexer)
        1    0.000    0.000    0.000    0.000 errors.py:70(InvalidBase64PaddingDefect)
        1    0.000    0.000    0.000    0.000 exception.py:470(InvalidCorsError)
        1    0.000    0.000    0.000    0.000 errors.py:20(BoundaryError)
        1    0.000    0.000    0.000    0.000 utils.py:132(DummyContext)
        1    0.000    0.000    0.000    0.000 <decorator-gen-84>:1(<module>)
        1    0.000    0.000    0.000    0.000 ast.py:221(NodeVisitor)
        1    0.000    0.000    0.000    0.000 vq.py:92(ClusterError)
        1    0.000    0.000    0.000    0.000 decoder.py:526(PrintableStringDecoder)
        1    0.000    0.000    0.000    0.000 <decorator-gen-27>:1(<module>)
        1    0.000    0.000    0.000    0.000 errors.py:41(NoBoundaryInMultipartDefect)
        1    0.000    0.000    0.000    0.000 pathlib.py:535(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 cbook.py:2362(_InstanceMethodPickler)
        1    0.000    0.000    0.000    0.000 <decorator-gen-87>:1(<module>)
        1    0.000    0.000    0.000    0.000 <decorator-gen-36>:1(<module>)
        3    0.000    0.000    0.000    0.000 {function Config.__contains__ at 0x7fb430f39400}
        1    0.000    0.000    0.000    0.000 exceptions.py:32(ConnectionError)
        1    0.000    0.000    0.000    0.000 exceptions.py:103(UnrewindableBodyError)
        1    0.000    0.000    0.000    0.000 error.py:30(IPythonCoreError)
        1    0.000    0.000    0.000    0.000 SSL.py:154(WantReadError)
        1    0.000    0.000    0.000    0.000 webbrowser.py:247(Mozilla)
        1    0.000    0.000    0.000    0.000 parsers.py:2609(FixedWidthFieldParser)
        1    0.000    0.000    0.000    0.000 exceptions.py:55(InvalidKey)
        1    0.000    0.000    0.000    0.000 _iotools.py:444(ConverterError)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 ImageFilter.py:113(MaxFilter)
        1    0.000    0.000    0.000    0.000 mathtext.py:1840(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 configparser.py:338(MissingSectionHeaderError)
        1    0.000    0.000    0.000    0.000 auth.py:38(AuthBase)
